Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2008,PENSIUNEA CALIN,STR BRADET NR 9/B,BORSA,MARAMURES,PENSIUNE,2
2009,PENSIUNEA VADURI,STR V ALECSANDRI NR 66A,BORSA,MARAMURES,PENSIUNE,3
2010,PENSIUNEA TURISTICA ANCUTA,STR VICTORIEI NR 68/A,BORSA,MARAMURES,PENSIUNE,3
2011,MIHALI IOANA ADRIANA-PENSIUNEA E,"STR. VALEA IZAI,NR.10A",BORSA,MARAMURES,PENSIUNE,2
2012,HOVRE IMPEX-PENSIUNEA ANCUTA,"STR.VICTORIEI,NR.68A",BORSA,MARAMURES,PENSIUNE,2
2013,MARINICA T VIOREL-PENSIUNEA MARI,"STR.PRINCIPALA,NR.346",BREB,MARAMURES,PENSIUNE,2
2014,PENSIUNEA POIENITA,STR PRINCIPALA NR 258,BUDESTI,MARAMURES,PENSIUNE,3
2015,PENSIUNEA MARIUCA,STR PRINCIPALA NR 270 SAT VALENI,CALINESTI,MARAMURES,PENSIUNE,2
2016,PENSIUNEA ADINA,STR INDEPENDENTEI NR 11,CAVNIC,MARAMURES,PENSIUNE,2
2017,OANCEA IRINA II-PENSIUNEA IRINA,"STR. PRINCIPALA,NR. 259",Com. DESESTI/Sat DESESTI,MARAMURES,PENSIUNE,2
2018,SECRET GARDEN,STR PRINCIPALA FN,DANESTI,MARAMURES,HOTEL,4
2020,PENSIUNEA LA MARIE DE LA RASCRUCE,STR RASCRUCE NR 12A,DESESTI,MARAMURES,PENSIUNE,3
2021,PENSIUNEA GLODEANCA,STR PRINCIPALA NR 277,GLOD,MARAMURES,PENSIUNE,3
2022,PENSIUNEA CASA CORODAN,STR PRINCIPALA NR 7B,ILBA,MARAMURES,PENSIUNE,3
2023,CABANA STANA,STR MIHAI EMINESCU NR 2,OCNA SUGATAG,MARAMURES,CABANA,3
2024,HOTEL SALINA,STR UNIRII NR 5NR 636,OCNA SUGATAG,MARAMURES,HOTEL,2
2025,HOTEL CRAIASCA,STR UNIRII NR 7,OCNA SUGATAG,MARAMURES,HOTEL,2
2026,PENSIUNEA HOLIDAY,STR DUMBRAVA NR 20,OCNA SUGATAG,MARAMURES,PENSIUNE,3
2027,PENSIUNEA CASA ZAN,STR GEORGE ENESCU NR 139,OCNA SUGATAG,MARAMURES,PENSIUNE,2
2028,PENSIUNEA MARIANA,STR PRIMAVERII NR 39,OCNA SUGATAG,MARAMURES,PENSIUNE,3
2029,PENSIUNEA TELEPTEAN,STR UNIRII NR 1C,OCNA SUGATAG,MARAMURES,PENSIUNE,2
2030,PENSIUNEA POPASUL DIN DEAL,STR UNIRII NR 1D,OCNA SUGATAG,MARAMURES,PENSIUNE,2
2031,PENSIUNEA CASA MILLER,STR UNIRII NR 96,OCNA SUGATAG,MARAMURES,PENSIUNE,2
2032,R-MT-2000 SRL-PENSIUNEA TIPLEA,"STR, AVRAM IANCU,NR.14",OCNA SUGATAG,MARAMURES,PENSIUNE,2
2033,PENSIUNEA SUB CETATE LA MATEI,STR PRINCIPALA NR 480,ONCESTI,MARAMURES,PENSIUNE,3
2034,PENSIUNE PETREUS ILEANA,STR PRINCIPALA NR 130,POIENILE IZEI,MARAMURES,PENSIUNE,2
2035,PENSIUNEA PETREUS MARIA,STR PRINCIPALA NR 144 A,POIENILE IZEI,MARAMURES,PENSIUNE,2
2036,PENSIUNEA ION DE LA CRUCE,STR PRINCIPALA NR 15,POIENILE IZEI,MARAMURES,PENSIUNE,2
2037,PENSIUNEA LILIANA,STR PRINCIPALA NR 21/B,POIENILE IZEI,MARAMURES,PENSIUNE,4
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2038,PENSIUNEA BOBOCEA IOANA,STR PRINCIPALA NR 87,POIENILE IZEI,MARAMURES,PENSIUNE,2
2039,PENSIUNEA CASA BOBOCEA,STR PRINCIPALA NR 87,POIENILE IZEI,MARAMURES,PENSIUNE,3
2040,PENS TURISTICA IOANA DIN POIANA,STR VALEA DUBULUI NR 134,POIENILE IZEI,MARAMURES,PENSIUNE,2
2041,ILIES DOMNITA AF-PENSIUNEA DOMNI,"STR. PRINCIPALA,NR.135",POIENILE IZEI,MARAMURES,PENSIUNE,2
2042,BARSOAN MARIA-PENSIUNE,"STR.PRINCIPALA,NR.135",POIENILE IZEI,MARAMURES,PENSIUNE,2
2043,PENSIUNEA MARIA,STR PRINCIPALA NR 80,ROHIA,MARAMURES,PENSIUNE,3
2044,PENSIUNEA MARIN IF-PENSIUNE,"STR. PRINCIPALA,NR.788",RONA DE JOS,MARAMURES,PENSIUNE,2
2045,PENSIUNEA LACRAMIOARA,STR IZA NR 755,SACEL,MARAMURES,PENSIUNE,3
2046,CAMVES INN,DN 19,SARASAU,MARAMURES,PENSIUNE,4
2047,EUROLINES,STR BOGDAN VODA NR 5 AP 11 INTRA,SIGHETU MARMATIEI,MARAMURES,AGENTIE DE TURISM,0
2048,GENIAL TOUR,STR BOGDAN VODA NR 5 ET 1 AP 15,SIGHETU MARMATIEI,MARAMURES,AGENTIE DE TURISM,0
2049,PUNCT PE I CAMERE DE INCHIRIAT,STR SIMION BARNUTIU NR 6,SIGHETU MARMATIEI,MARAMURES,CAMERE DE INCHIRIAT,3
2050,MOTEL PERLA SIGHETEANA,STR AVRAM IANCU NR 65A,SIGHETU MARMATIEI,MARAMURES,MOTEL,3
2051,PENSIUNEA KONNAK,STR EROILOR NR 37A,SIGHETU MARMATIEI,MARAMURES,PENSIUNE,2
2052,PENSIUNEA FLAMINGO,STR GEORGE COSBUC NR 36,SIGHETU MARMATIEI,MARAMURES,PENSIUNE,4
2053,CASA IURCA DE CALINESTI,STR TUDOR VLADIMIRESCU NR 3,SIGHETU MARMATIEI,MARAMURES,PENSIUNE,2
2054,VILA ROYAL,STR IOAN MIHALYI DE APSA NR 1,SIGHETU MARMATIEI,MARAMURES,VILA,3
2055,BERARIA TRANSILVANIA-PENSIUNEA M,"STR.LAZU BACIULUI,NR.167A",SIGHETU-MARMATIEI,MARAMURES,PENSIUNE,2
2056,LESE AURICA OLIMPIA PF-PENSIUNEA,"STR. PRINCIPALA,NR.54",TARGU-LAPUS,MARAMURES,PENSIUNE,3
2057,PENSIUNEA IOANA,STR PRINCIPALA NR 26,VADU IZEI,MARAMURES,PENSIUNE,2
2058,PENSIUNEA TELEPTEAN,STR PRINCIPALA NR 320,VADU IZEI,MARAMURES,PENSIUNE,2
2059,PENSIUNEA VADU IZEI,STR PRINCIPALA NR 331,VADU IZEI,MARAMURES,PENSIUNE,2
2060,PENSIUNEA CASA VIORICA,STR PRINCIPALA NR 617A,VADU IZEI,MARAMURES,PENSIUNE,2
2061,MERLISANA SRL-PENSIUNE,"STR. PRINCIPALA,NR.6/A",VALEA CHIOARULUI,MARAMURES,PENSIUNE,2
2062,PENSIUNEA DENISA,STR PRINCIPALA NR 426,VALENI,MARAMURES,PENSIUNE,2
2064,DARKNESS SRL-HOTEL GABRIELA,"STR. RANDUNELELOR,NR.1",VISEU DE SUS,MARAMURES,HOTEL,3
2066,PENSIUNEA ARMONII,STR BOTOAIA NR 17A,VISEU DE SUS,MARAMURES,PENSIUNE,2
2067,CASA ALBA,STR TUDOR VLADIMIRESCU NR 44,BAIA DE ARAMA,MEHEDINTI,CAMERE DE INCHIRIAT,3
2068,HOSTEL IZVORUL RECE,STR BREBINA NR 63,BAIA DE ARAMA,MEHEDINTI,HOSTEL,3
2069,HOTEL CERES,STR PRINCIPALA FN,BALA,MEHEDINTI,HOTEL,3
2070,SPEED TOUR,BD TUDOR VLADIMIRESCU NR 62,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2071,EUROLINES,B-DUL TUDOR VLADIMIRESCU NR 78,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2072,VOIEVODUL AGENTIE DE TURISM,B-DUL TUDOR VLADIMIRESCU NR 78,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2073,HERCULES TOUR,CENTRUL COMERCIAL DECEBAL PARTER,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2074,DANUBIUS TOUR,PIATA BAZINULUI NR 3,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2075,FILADELFIA DROBETA TURNU SEVERIN,STR CALOMFIRESCU NR 283 BL B7 SC,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2076,PHEONIX TRAVEL,STR CRISAN NR 17B,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2077,SEVRIN TOUR,STR CRISAN NR 19,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2078,AVA TRAVEL,STR TRAIAN NR 85 CORP B BL C1,DROBETA TURNU SEVERIN,MEHEDINTI,AGENTIE DE TURISM,0
2079,HOTEL PALACE,STR CALEA TIMISOAREI NR 185,DROBETA TURNU SEVERIN,MEHEDINTI,HOTEL,2
2080,II PIGULEA VASILICA,B-DUL TUDOR VLADIMIRESCU NR 57,DROBETA TURNU SEVERIN,MEHEDINTI,PENSIUNE,3
2081,HOTEL FLORA,CALEA TIMISOAREI NR 179,DROBETA TURNU SEVERIN,MEHEDINTI,PENSIUNE,3
2082,PENSIUNEA EUROPA,STR TUDOR VLADIMIRESCU NR 66,DROBETA TURNU SEVERIN,MEHEDINTI,PENSIUNE,3
2083,CABANA DELFINUL,ZONA CODICDEA MARE,DUBOVA,MEHEDINTI,CABANA,3
2084,PENSIUNEA MELBA,STR PRINCIPALA NR 43K,DUBOVA,MEHEDINTI,PENSIUNE,2
2085,PENSIUNEA STEAUA DUNARII,STR DUNARII NR 1061,ESELNITA,MEHEDINTI,PENSIUNE,3
2086,PENSIUNEA TURISTICA CONACU BOIERULUI,STR PRINCIPALA NR 123,PONOARELE,MEHEDINTI,PENSIUNE,2
2087,PENSIUNEA TURISTICA NEMES,STR PRINCIPALA NR 1A,ACATARI,MURES,PENSIUNE,3
2088,PENSIUNEA SANDA,STR PRINCIPALA NR 24,CORUNCA,MURES,PENSIUNE,3
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2089,PENSIUNEA KORONKA,STR SIGHISOAREI NR 397H,CORUNCA,MURES,PENSIUNE,3
2090,HOTEL DENIS,STR GARII NR 1,DANES,MURES,HOTEL,3
2091,PENSIUNEA TEMPO 2,STR PRINCIPALA NR 102,ERNEI,MURES,PENSIUNE,2
2092,MOTEL VECTOR,STR PRINCIPALA NR 137,GAESTI,MURES,MOTEL,3
2093,UNIVERSAL TRAVEL,STR FRAGARILOR NR 40A,LUDUS,MURES,AGENTIE DE TURISM,0
2094,EDISEA INFO,STR ZAVOIULUI BL 30 SC A ET 1 AP,LUDUS,MURES,AGENTIE DE TURISM,0
2095,PENSIUNEA CASTEL HALLER,STR PRINCIPALA NR 466,OGRA,MURES,PENSIUNE,2
2096,MAGIC TRAVEL,PIATA PETRU MAIOR NR 50,REGHIN,MURES,AGENTIE DE TURISM,0
2097,HOTEL MARION,STR CERBULUI NR 47,REGHIN,MURES,HOTEL,3
2098,HOTEL APOLLO 1,STR BAILOR NR 1112,SANGEORGIU DE MURES,MURES,HOTEL,2
2099,EUROLINES,PIATA OCTAVIAN GOGA NR 9,SIGHISOARA,MURES,AGENTIE DE TURISM,0
2100,STEAUA,STR ZAHARIA BOIU NR 16,SIGHISOARA,MURES,AGENTIE DE TURISM,0
2101,PENSIUNEA AQUARIS,STR NICOLAE TITULESCU NR 2-6,SIGHISOARA,MURES,CAMPING,3
2102,HOSTEL BURG,STR BOSTIONULUI NR 4-6,SIGHISOARA,MURES,HOSTEL,2
2103,HOTEL VILLA FRANCA,STR 1 DECEMBRIE 1918 NR 1,SIGHISOARA,MURES,HOTEL,2
2104,HOTEL REX,STR DUMBRAVEI NR 18,SIGHISOARA,MURES,HOTEL,3
2105,HOTEL TRANSILVANIA,STR NICOLAE FILIPESCU NR 1A,SIGHISOARA,MURES,HOTEL,2
2106,PENSIUNEA JULIA,STR CINEPII NR 4,SIGHISOARA,MURES,PENSIUNE,3
2108,PENSIUNEA CASA BAROCA,STR COSITORILOR NR 9,SIGHISOARA,MURES,PENSIUNE,3
2109,PENSIUNEA PHONIX,STR ILARIE CHENDI NR 15,SIGHISOARA,MURES,PENSIUNE,3
2110,PENSIUNEA TURISTICA CHIC,STR LIBERTATII NR 44,SIGHISOARA,MURES,PENSIUNE,3
2111,PENSIUNEA AQUARIS,STR NICOLAE TITULESCU NR 2-4,SIGHISOARA,MURES,PENSIUNE,3
2112,PENSIUNEA AQUARIS,STR NICOLAE TITULESCU NR 2-6,SIGHISOARA,MURES,PENSIUNE,3
2113,PENSIUNEA CITADELA,STR STRADELA CETATII NR 1,SIGHISOARA,MURES,PENSIUNE,2
2114,PENSIUNEA NOBERT,STR VIILOR NR 85,SIGHISOARA,MURES,PENSIUNE,3
2115,POPAS CIRESELUL,STR CIRESULUI NR 2,SOVATA,MURES,CAMERE DE INCHIRIAT,2
2116,CAMPING TELEKI KERT,STR TIVOLI NR 12,SOVATA,MURES,CAMPING,1
2117,DANUBIUS HEALTH,STR TRANDAFIRILOR NR 111,SOVATA,MURES,HOTEL,4
2118,HOTEL FAGET,STR VULTURULUI NR 39,SOVATA,MURES,HOTEL,4
2119,DANUBIUS HEALTH SPA,STR VULTURULUI NR 4,SOVATA,MURES,HOTEL,4
2120,HOTEL ALUNIS,STR VULTURULUI NR 42,SOVATA,MURES,HOTEL,3
2121,PENSIUNEA ARINUL,STR ARINULUI NR 17,SOVATA,MURES,PENSIUNE,3
2122,PENSIUNEA HANUL CONITEI,STR CAPRIOAREI NR 61,SOVATA,MURES,PENSIUNE,3
2123,PENSIUNEA CONTESA,STR CERBULUI NR 11,SOVATA,MURES,PENSIUNE,3
2124,PENSIUNEA EDEN,STR CIRESULUI NR 2,SOVATA,MURES,PENSIUNE,2
2125,PENSIUNEA ROBIKA,STR NICOLAE BALCESCU NR 2,SOVATA,MURES,PENSIUNE,2
2126,PENSIUNEA SPERANTA,STR TRANDAFIRILOR NR 63,SOVATA,MURES,PENSIUNE,3
2127,VILA EUROVACANTA,STR CAMPUL MIC NR 40,SOVATA,MURES,VILA,3
2128,VILA ONIX,STR TRANDAFIRILOR FN,SOVATA,MURES,VILA,3
2129,VILA MARIA,STR TRANDAFIRILOR NR 68,SOVATA,MURES,VILA,3
2130,VILA SILVIA,STR VERII NR 2,SOVATA,MURES,VILA,4
2131,MD TRAVEL,B-DUL 1 DECEMBRIE 1918 NR 198 SP,TARGU MURES,MURES,AGENTIE DE TURISM,0
2132,MINI TRAVEL,PIATA TEATRULUI NR 1,TARGU MURES,MURES,AGENTIE DE TURISM,0
2133,CHARTER TRANS AIR AGENCY,PIATA TRANDAFIRILOR NR 32-33 D E,TARGU MURES,MURES,AGENTIE DE TURISM,0
2134,MAGIC TRAVEL,PIATA TRANDAFIRILOR NR 53,TARGU MURES,MURES,AGENTIE DE TURISM,0
2135,ADONIS IMPORT EXPORT,PIATA VICTORIEI NR 10 AP 1,TARGU MURES,MURES,AGENTIE DE TURISM,0
2136,EXIMTUR,PIATA VICTORIEI NR 24,TARGU MURES,MURES,AGENTIE DE TURISM,0
2137,MONDOTOURS,P-TA TRANDAFIRILOR NR 53 CORP E1,TARGU MURES,MURES,AGENTIE DE TURISM,0
2138,WORLD TRAVEL SHOP,STR AUREL FILIMON NR 17,TARGU MURES,MURES,AGENTIE DE TURISM,0
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2139,TRUE TRAVEL,STR BOLYAI NR 27,TARGU MURES,MURES,AGENTIE DE TURISM,0
2140,TRUE TRAVEL ONLINE,STR BOLYAI NR 27,TARGU MURES,MURES,AGENTIE DE TURISM,0
2141,TUI TRAVEL,STR CALARASILOR NR 38 VIS-A-VIS,TARGU MURES,MURES,AGENTIE DE TURISM,0
2142,HOTEL BUSINESS V,BD 1 DECEMBRIE 1918 NR 250,TARGU MURES,MURES,HOTEL,3
2143,HOTEL SANDORIA,B-DUL 1 DECEMBRIE 1918 NR 297,TARGU MURES,MURES,HOTEL,3
2145,HOTEL PERLA,STR GH DOJA NR 155,TARGU MURES,MURES,HOTEL,2
2146,HOTEL VOIAJOR,STR GHEORGHE DOJA NR 143,TARGU MURES,MURES,HOTEL,3
2147,HOTEL TEMPO,STR TISEI NR 46,TARGU MURES,MURES,HOTEL,2
2148,PENSIUNEA MONICA,STR LIBERTATII NR 3,TARGU MURES,MURES,PENSIUNE,4
2149,PENSIUNEA TEMPO 1,STR MORII NR 27,TARGU MURES,MURES,PENSIUNE,2
2150,DARINA MOTEL,STR PRINCIPALA NR 261,UNGHENI,MURES,MOTEL,3
2151,PENSIUNEA GABRIELLA,STR PRINCIPALA NR 43,VALENII DE MURES,MURES,PENSIUNE,2
2152,PENSIUNEA MARIA,STR PRINCIPALA,AGAPIA,NEAMT,PENSIUNE,3
2153,PENSIUNEA EDEN,STR PRINCIPALA  SAT SACALUSESTI,AGAPIA,NEAMT,PENSIUNE,3
2154,PENSIUNEA EULOR,STR PRINCIPALA FN,AGAPIA,NEAMT,PENSIUNE,2
2155,PENSIUNEA CODRII DE ARAMA,STR PRINCIPALA SAT VARATEC,AGAPIA,NEAMT,PENSIUNE,3
2156,PENSIUNEA LORY,STR TEIULUI NR 4 COMUNA AL CEL B,AGARCIA,NEAMT,PENSIUNE,4
2157,HOTEL BELVEDERE,STR ALEXABDRU CEL BUN NR 325,ALEXANDRU CEL BUN,NEAMT,HOTEL,3
2158,PENSIUNEA MOLDOVA,SAT BISTRITA NR 332A,ALEXANDRU CEL BUN,NEAMT,PENSIUNE,2
2159,PENSIUNEA SMARANDITA,STR PRINCIPALA NR 39 SAT VIISOAR,ALEXANDRU CEL BUN,NEAMT,PENSIUNE,3
2160,AURA TOUR,STR VIISOARA NR 41,ALEXANDRU CEL BUN,NEAMT,PENSIUNE,3
2161,PENSIUNEA ALMAS,STR ALMASULUI NR 166,ALMAS,NEAMT,PENSIUNE,2
2162,CABANA CEAHLAU,STR IZVORUL MUNTELUI NR 166,BICAZ,NEAMT,CABANA,2
2163,CABANA DOCHIA,STR PRINCIPALA FN,BICAZ,NEAMT,CABANA,2
2164,MOTEL CRISTINA,STR BARAJULUI NR 91,BICAZ,NEAMT,MOTEL,2
2165,PENSIUNEA CRUSITU,STR IZVORUL MUNTELUI NR 140,BICAZ,NEAMT,PENSIUNE,3
2166,SANLEX TRANS SRL-PENSIUNEA SANLE,"STR. PIATRA CORBULUI,NR.13",BICAZ,NEAMT,PENSIUNE,3
2167,HOSTEL D & D,STR DN 15 NR 262,BISTRITA,NEAMT,HOSTEL,3
2168,PENSIUNEA DARIA,STR MANASTIRII NR 97 COM AL CEL,BISTRITA,NEAMT,PENSIUNE,2
2169,PENSIUNEA IANIS,STR PRINCIALA NR 214,BISTRITA,NEAMT,PENSIUNE,2
2170,VILA TURISTICA AYAN,STR PETRU RARES NR 251,BISTRITA,NEAMT,VILA,3
2171,MICA CEAHLAU,SAT CEAHLAUL NR 665,CEAHLAU,NEAMT,PENSIUNE,3
2172,PENSIUNEA COLT DE RAI,STR DURAUASI NR 4A,CEAHLAU,NEAMT,PENSIUNE,3
2173,PENSIUNEA ALBASTRICA,STR PRINCIPALA NR 317,CEAHLAU,NEAMT,PENSIUNE,2
2174,VILA ECOTUR,DJ155F,CEAHLAU,NEAMT,VILA,4
2175,VILA PELLEGRIN,STR PRINCIPALA NR 293,CEAHLAU,NEAMT,VILA,3
2176,HELESTEANU-PENSIUNEA PUNGUTA CU,"STR.PRINCIPALA,FN",Com. AGAPIA/AGAPIA,NEAMT,PENSIUNE,3
2177,EULOR-PENSIUEA EULOR INN,"STR.SARII,FN",Com. BALTATESTI/Sat. BALTATESTI,NEAMT,PENSIUNE,3
2178,GORGOS FANICA PF-PENSIUNEA MARTI,"STR. PRINCIPALA,FN",Com. CEAHLAU,NEAMT,PENSIUNE,3
2179,MONEDY SRL-PENSIUNEA PERLA NEAMT,STR. ARH.CHIRIAC NECULAU,Com. VANATORI/Sat NEMTISOR,NEAMT,PENSIUNE,3
2180,MOTEL BALCOST,STR DUMBRAVEI NR 246,DUMBRAVA ROSIE,NEAMT,MOTEL,3
2181,PENSIUNEA OCTOGON,STR DUMBRAVEI NR 62,DUMBRAVA ROSIE,NEAMT,PENSIUNE,2
2182,HOSTEL CASCADA,SAT DURAU COMUNA CEAHLAU,DURAU,NEAMT,HOSTEL,2
2183,HOTEL BRANDUSA,STR CEHLAUL NR 278,DURAU,NEAMT,HOTEL,3
2184,HOTEL BRADUL,STR DURAU NR 374,DURAU,NEAMT,HOTEL,3
2185,HOTEL BISTRITA,STR PRINCIPALA FN,DURAU,NEAMT,HOTEL,2
2186,PENSIUNEA PERLA,STR PRINCIPALA FN,DURAU,NEAMT,PENSIUNE,2
2187,PENSIUNEA MARIA,STR RELEU FN,DURAU,NEAMT,PENSIUNE,2
2188,PENSIUNEA ALPIN,STR RELEU TV NR 325,DURAU,NEAMT,PENSIUNE,2
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2189,VILA CRISTINA,STR DURAU,DURAU,NEAMT,VILA,2
2190,GRENCOM SRL-PENSIUNEA ORIZONT,"STR. PRINCIPALA,FN",FARCASA,NEAMT,PENSIUNE,3
2191,GRENCOM-RESTAURANT ORIZONT,"STR.PPRINCIPALA,FN",FARCASA,NEAMT,PENSIUNE,3
2192,PENSIUNEA MARGARETA,STR P-PALA FN SAT GRINTIES MIC,GRINTIES,NEAMT,PENSIUNE,3
2193,PENSIUNEA LOSTRITA,STR PRINCIPALA FN SAT BUHALNITA,HANGU,NEAMT,PENSIUNE,3
2194,HOSTEL ACTIV,STR PRINCIPALA NR 661,NEGRESTI,NEAMT,HOSTEL,2
2195,SER TRANS SRL,STR BAILE OGLINZI NR 892BIS COMU,OGLINZI,NEAMT,CABANA,2
2196,CASTELUL DE SMARALD,SAT PANGARACIOR NR 157,PANGARATI,NEAMT,PENSIUNE,2
2197,PENSIUNEA GEONA,STR PRINCIPALA FN,PETRU VODA,NEAMT,PENSIUNE,2
2198,OPTIM TRAVEL,B-DUL DECEBAL BL H 1,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2199,CHRISTIAN TOUR,B-DUL TRAIAN BL S 3,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2200,ACTUAL TRAVEL,PIATA MIHAIL KOGALNICEANU NR 1,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2201,AGENTIA DE TURISM AS,PIATA MIHAIL KOGALNICEANU NR 6 B,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2202,PIETRICICA,PIATA STEFAN CEL MARE NR 6 BL C,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2203,PETRO TOUR,STR LILIACULUI NR 5 BL A4 SC D PARTER AP 63,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2204,EUROLINES,STR MIHAI EMINESCU NR 5 BL D6 SC,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2205,VIKING TRAVEL & MEDIA,STR PETRU RARES NR 2 PARTER AP 5,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2206,IMPERIAL TRAVEL,STR PETRU RARES NR 58 BL B9 SC D,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2207,RARES TOUR,STR REPUBLICII NR 42 BL VILA 4 A,PIATRA NEAMT,NEAMT,AGENTIE DE TURISM,0
2208,HOTEL CENTRAL,STR PIATA PETRODAVA NR 1-3,PIATRA NEAMT,NEAMT,HOTEL,3
2209,PENSIUNEA BACHUS,STR STRAMUTATI NR 48,PIATRA NEAMT,NEAMT,PENSIUNE,2
2210,PENSIUNEA BALAD'OR,STR PRINCIPALA FN SAT PINGARATI,PINGARATI,NEAMT,PENSIUNE,4
2211,PENSIUNEA CASA AFETELOR,STR PRINCIPALA FN SAT PITILIGENI,PIPIRIG,NEAMT,PENSIUNE,3
2212,PARALELA 45 ROMAN,B-DUL ROMAN MUSAT BL 24 PARTER,ROMAN,NEAMT,AGENTIE DE TURISM,0
2213,LUCOM TRAVEL,STR CUZA VODA BL 15,ROMAN,NEAMT,AGENTIE DE TURISM,0
2214,DK TOUR,STR LIBERTATII BL 3 SC C PARTER,ROMAN,NEAMT,AGENTIE DE TURISM,0
2215,MARIA TRAVEL,STR LIBERTATII BL 6 SC E PARTER AP 50,ROMAN,NEAMT,AGENTIE DE TURISM,0
2217,TUROAG ROMAN,STR NICOLAE TITULESCU NR 2-4 PAR,ROMAN,NEAMT,AGENTIE DE TURISM,0
2218,HOTEL ROMAN,STR N TITULESCU NR 2-4,ROMAN,NEAMT,HOTEL,3
2219,CHROMATIC TRAVEL,STR N ROZNOVANU NR 118,ROZNOV,NEAMT,AGENTIE DE TURISM,0
2220,ALEX TOURS,B-DUL MIHAI EMINESCU BL M7 PARTE,TARGU NEAMT,NEAMT,AGENTIE DE TURISM,0
2221,BIROUL DE TURISM,STR MIHAIL KOGALNICEANU NR 1,TARGU NEAMT,NEAMT,AGENTIE DE TURISM,0
2222,LA CETATE,STR CETATII NR 33,TARGU NEAMT,NEAMT,BUNGALOW,2
2223,PENSIUNEA STEAUA NORDULUI,B-DUL STEFAN CEL MARE NR 207F,TARGU NEAMT,NEAMT,PENSIUNE,2
2224,PENSIUNEA LA RASCRUCE DE VANTURI,STR BAILE OGLINZII NR 19,TARGU NEAMT,NEAMT,PENSIUNE,3
2225,PENSIUNEA LA CETATE,STR CETATII NR 33,TARGU NEAMT,NEAMT,PENSIUNE,2
2226,PENSIUNEA BELVEDERE,STR MARASESTI NR 215,TARGU NEAMT,NEAMT,PENSIUNE,3
2227,PENSIUNEA HANUL ANCUTEI,SOS E85 SAT TUPILATI,TUPILATI,NEAMT,PENSIUNE,3
2228,PENSIUNEA EDERA,STR STEFAN CEL MARE NR 427A,VANATORI NEAMT,NEAMT,PENSIUNE,2
2229,PENSIUNEA RUSTIC,STR NICOLAE TITULESCU NR 301,BALS,OLT,PENSIUNE,3
2230,PENSIUNEA PADUREA SARULUI,STR PRINCIPALA FN,BOBICESTI,OLT,PENSIUNE,2
2231,PRIMO TRAVEL,STR MIHAI EMINESCU NR 14 BL 12B,CARACAL,OLT,AGENTIE DE TURISM,0
2232,HOTEL SUCIDAVA,ZONA PORT,CORABIA,OLT,HOTEL,3
2233,ATLAS,ALEEA FLORILOR NR 2 BL H SC A,SLATINA,OLT,AGENTIE DE TURISM,0
2234,HAPPY HOLIDAY,B-DUL ALEXANDRU IOAN CUZA NR 1,SLATINA,OLT,AGENTIE DE TURISM,0
2235,TOP TRAVEL AGENCY,B-DUL ALEXANDRU IOAN CUZA NR 18,SLATINA,OLT,AGENTIE DE TURISM,0
2236,A.T.T.,STR ARCULUI NR 2 BL 3B SC A,SLATINA,OLT,AGENTIE DE TURISM,0
2237,TRAVEL ATT,STR ARCULUI NR 2 BL 3B SC A,SLATINA,OLT,AGENTIE DE TURISM,0
2238,MIRAGE HOLIDAYS,STR CUZA VODA NR 12 BL 12,SLATINA,OLT,AGENTIE DE TURISM,0
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2239,OLTEXTUR,STR INDEPENDENTEI BL T 3 PARTER,SLATINA,OLT,AGENTIE DE TURISM,0
2240,EXCLUSIV TRAVEL,STR LIBERATII NR 9 BL 16 SC A,SLATINA,OLT,AGENTIE DE TURISM,0
